,clean_text,category
305,"unprecedented agrarian crisis
record farmers suicide last years
destroying autonomy each and every institutions india
destroying independence india media news channels
some the achievement modi govt",1.0
306,thatvis during upa ruling these modishah duo are not letting the delhi police their job instead duo has ordered harassing opposition and college students,0.0
307,just like fake gandhi’ fake modi’ will there,-1.0
308,"rajasthan governor kalyan singh aligarh 23rd march all are bjp workers and want the bjp emerge victorious want that once again modi should become the important for the country
",1.0
309,congress party and its desire make powerful only nehrugandhi family put brake india development modi govt has disengaged the brake now,1.0
310,india  uae  relationship has been great success story government vision leadership sheikh mohammed bin zayed prime minister modi slowly but surely taking shape ,1.0
311,inc doing better with modishah the helm bjp not poaching experienced inc leaders fill their own lacunae  far dynasty word concerned have hard look within bjp for bail despite powerful yrs bjp could only manage much  ,1.0
312,still hybernatingur frnd nirav modi got arrested ths modiji india kya bahar bhi haath dalakar kar dabochenge true national eader modijia bimbo profession reality read sum news will definitey give competition dumbnes,1.0
313,friday had expressed shock over his name being mentioned credits the film ,0.0
314,one vote can make all the difference answers modis election 2019 clarion call extends support his campaign via namo app ,0.0
315,one other thing the campaign will now start well get feel for the whole thing soon modi the campaign trail formidable opponent but think bjps messaging has multipronged cant just modi the messiah messaging,1.0
316,narendra modi urges noted personalities spread voter awareness ,0.0
317,"she has asked three questions from modi and her questions are valid you could kindly answer them small vides minute but important
",1.0
318,bharat where even the leave for his term just like his records ,0.0
319,prime minister narendra modi has urged voters across the country turn large numbers vote the upcoming lok sabha elections series tweets modi said ,1.0
320,anyone better than modi when nehruji expired said there was alternative but shastiji proved was the best ever everybody including modi dispensible,1.0
321,dont think you bought anything why whining elections are the card let people decide whether they want buy from modi not and dont blame evms 23rd may eci has clearly said yhat elections will held using evms dont vote you dont trust evm,1.0
322,will not wear heart while vote this timechances heart failure,-1.0
323,support with leader honble prime minister narendra modi for new india ,1.0
324,modi bjp indians never played any victim card the called lsl who choose fool people the name journalism liberalism play this card see digested when called intolerant you all still talking butcher called cattel class,-1.0
325,idiot ever heard the russian sukhoi mki the best jet iaf has its fleet currently built indigenously hal for our air force farzi deshbhakts like you wont even hesitate shit our own company defend your baap modi pathetic,-1.0
326,and imran masood who want chop modi liberals grace ,0.0
327,through our vote ensure govt need and deserve responds modis appeal for the 2019 elections via namo app ,0.0
328,this shows how this government wrecking the environment ,0.0
329,this time blind faith modi… absolute hate for congress milind deora elections news the indian express ,-1.0
330,some times for political mileage leaders but good signal from modi jee how any body object pakistans birth day congratulation not given from india then you can scold,1.0
331,and also need modi for minimum years fix many pending issues,1.0
332,women are powerful nature wat hinduism states have every right choose our partners dress etc women has respected man should taught have self control ardhanaariswara avatar states how wife should treated and where she belongs,1.0
333,chowkidar jibe modi ,0.0
334,know under modi rule everybody become crorepati just check bjp leaders income for them arrived then why they concern about rahul alone,0.0
335,while busy articulating the way ahead for the nation way alleviate farmers woes unemployment improving funding for health and education modi busy selling tshirts twitter his sidekick busy selling bigotry fake nationalism looks good,1.0
336,jingoism cong mediaval think tank few armchair politico that party made runing prospect electoral fiasco they made sure modi full power this time best wishes the kamdaar chowkidaar sir,1.0
337,read the truth behind how modi selling off indias last remaining precious forests two days ago bhakts chor chowkidar were abusing for sharing this story its time wake and raise our voice save this goldmine biodiversity ,1.0
